Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code, Respondent Name (Panel), Respondent City (Panel), Respondent State (Panel), Assets, Other Lender Code, Region Code, LAR Count, Validity Error
2015,0000034153,3,61-1296304,CENTRAL BANK OF JEFFERSON CTY,4630 TAYLORSVILLE RD,LOUISVILLE,KY,40220,CENTRAL BANCSHARES INC.,300 WEST VINE,LEXINGTON,KY,40507,CENTRAL BK OF JEFFERSON CTY,LOUISVILLE,KY,184388,0,9,136,N
2015,0000034156,3,77-0417040,VALLEY BUSINESS BANK,701 WEST MAIN STREET,VISALIA,CA,93272,VALLEY COMMERCE BANCORP,701 WEST MAIN STREET,VISALIA,CA,93272,VALLEY BUS BK,VISALIA,CA,407881,0,14,9,N
2015,0000034162,3,39-1827049,WEST POINTE BANK,1750 WITZEL AVE,OSHKOSH,WI,54902,,,,,,WEST POINTE BK,OSHKOSH,WI,267798,0,9,96,N
2015,0000034186,3,47-0796410,VALLEY BANK AND TRUST,1701 1ST AVENUE,SCOTTSBLUFF,NE,69361,FIRST EXPRESS OF NEBRASKA,PO BOX 538,GERING,NE,69341,VALLEY B&TC,SCOTTSBLUFF,NE,335716,0,11,170,N
2015,0000034210,3,94-3192723,COMMUNITY BANK OF THE BAY,180 GRAND AVENUE  SUITE 1550,OAKLAND,CA,94612-2106,,,,,,COMMUNITY BK OF THE BAY,OAKLAND,CA,224571,0,14,4,N
2015,0000034214,3,91-1716983,THE BANK OF WASHINGTON,19424 58TH PLACE WEST,LYNNWOOD,WA,98036,WASHINGTON BANCORP,19424 58TH PLACE WEST,LYNNWOOD,WA,98036,BANK OF WASHINGTON,LYNNWOOD,WA,152027,0,14,34,N
2015,0000034222,3,57-1052628,FIRST SOUTH BANK,P.O  BOX 1928,SPARTANBURG,SC,29304-1928,FIRST SOUTH BANCORP,P.O. BOX 1928,SPARTANBURG,SC,29304-1928,FIRST SOUTH BK,SPARTANBURG,SC,253407,0,5,76,N
2015,0000034229,3,58-2266450,CITIZENS BANK OF FORSYTH CO,651 VETERANS MEMORIAL BLVD,CUMMING,GA,30040,,,,,,CITIZENS BK OF FORSYTH CTY,CUMMING,GA,231513,0,5,141,N
2015,0000034232,3,87-0539097,AMERICAN BANK OF COMMERCE,3670 NORTH UNIVERSITY AVENUE,PROVO,UT,84604-4424,AMBANCORP,3670 NORTH UNIVERSITY AVENUE,PROVO,UT,84604-4424,AMERICAN BK OF CMRC,PROVO,UT,84292,0,14,7,N
2015,0000034233,3,65-0644585,MARINE BANK & TRUST COMPANY,571 BEACHLAND BLVD.,VERO BEACH,FL,32960,,,,,,MARINE B&TC,VERO BEACH,FL,163476,0,5,135,N
2015,0000034240,3,39-1832101,WOLF RIVER COMMUNITY BANK,309 E MAIN ST,HORTONVILLE,WI,54944,,,,,,WOLF RIVER CMNTY BK,HORTONVILLE,WI,137413,0,9,254,N
2015,0000034241,3,55-0751708,FIRST SENTRY BANK,823 EIGHTH STREET,HUNTINGTON,WV,25701,,,,,,FIRST SENTRY BK,HUNTINGTON,WV,495227,0,5,124,N
2015,0000034245,3,55-0743259,ROCK BRANCH COMMUNITY BANK,PO BOX 219,NITRO,WV,25143,,,,,,ROCK BR CMNTY BK,NITRO,WV,69963,0,5,50,N
2015,0000034249,3,42-1459605,COMMUNITY BANK,1121 SOUTH G AVENUE,NEVADA,IA,50201,,,,,,COMMUNITY BK,NEVADA,IA,193044,0,11,42,N
2015,0000034253,3,22-3477689,SHORE COMMUNITY BANK,201 MAIN STREET,TOMS RIVER,NJ,08753,,,,,,SHORE CMNTY BK,TOMS RIVER,NJ,216140,0,2,68,N
2015,0000034254,3,61-1293646,PLANTERS BANK INC,PO BOX 1570,HOPKINSVILLE,KY,42241,,,,,,PLANTERS BK,HOPKINSVILLE,KY,856847,0,9,228,N
2015,0000034259,3,22-3565712,CROWN BANK,27 PRINCE STREET,ELIZABETH,NJ,07208,,,,,,CROWN BK,OCEAN CITY,NJ,500124,0,2,12,N
2015,0000034289,3,39-1856444,SOUTHPORT BANK,P O BOX 68  7027 GREEN BAY ROAD,KENOSHA,WI,53141,,,,,,SOUTHPORT BK,KENOSHA,WI,265124,0,9,63,N
2015,0000034311,3,62-1619339,CITIZENS FIRST BANK,1015 MAIN STREET,WARTBURG,TN,37887,,,,,,CITIZENS FIRST BK,WARTBURG,TN,147776,0,13,202,N
2015,0000034325,3,36-4104565,COMMUNITY BANK OAK PARK RIVER,1001 LAKE ST,OAK PARK,IL,60301-1101,OAK PARK RIVER FOR BANKSHARES,1001 LAKE ST,OAK PARK,IL,60301-1101,CMNTY BK OAK PARK RIVER FOREST,OAK PARK,IL,293954,0,9,208,N
2015,0000034328,3,84-1345925,CACHE BANK & TRUST,PO BOX 337060,GREELEY,CO,80633,,,,,,CACHE BK & TR,GREELEY,CO,150177,0,13,21,N
2015,0000034332,3,77-0667790,OUACHITA INDEPENDENT BANK,909 N 18TH STREET  STE 120,MONROE,LA,71201,OUACHITA BANCSHARES CORP.,909 N 18TH STREET  STE 120,MONROE,LA,71201,OUACHITA INDP BK,MONROE,LA,636662,0,13,174,N
2015,0000034334,3,36-4104140,AMERICAN METRO BANK,4878 N. BROADWAY,CHICAGO,IL,60640,,,,,,AMERICAN METRO BK,CHICAGO,IL,61021,0,9,12,N
2015,0000034348,3,56-1969480,CAROLINA BANK,101 N. SPRING STREET,GREENSBORO,NC,27401,,,,,,CAROLINA BK,GREENSBORO,NC,679799,0,5,4420,N
2015,0000034363,3,47-0804165,CORE BANK,12100 W CENTER RD,OMAHA,NE,68144,,,,,,CORE BK,OMAHA,NE,348276,0,11,763,N
2015,0000034384,3,39-1871370,PREMIER BANK,1004 21ST AVENUE,ROCK VALLEY,IA,51247,,,,,,PREMIER BK,ROCK VALLEY,IA,305490,0,11,143,N
2015,0000034386,3,31-1524161,SPRING VALLEY BANK,1206 SPRINGFIELD PIKE,CINCINNATI,OH,45215,,,,,,SPRING VALLEY BANK,WYOMING,OH,65160,0,9,193,N
2015,0000034393,3,36-4159064,1ST EQUITY BANK,3956 W DEMPSTER ST,SKOKIE,IL,60076,FIRST EQUITY CORP,3956 W DEMPSTER ST,SKOKIE,IL,60076,1ST EQT BK,SKOKIE,IL,99264,0,9,21,N
2015,0000034397,3,43-1772215,BANK OF BOLIVAR,P O BOX 560,BOLIVAR,MO,65613,,,,,,BANK OF BOLIVAR,BOLIVAR,MO,224836,0,11,231,N
2015,0000034401,3,84-1389363,FRONT RANGE BANK,7006 S ALTON WAY  BLDG B,CENTENNIAL,CO,80112,,,,,,FORTIS PRIVATE BK,LAKEWOOD,CO,238987,0,13,665,N
2015,0000034409,3,74-2815524,THE BANK,P.O. BOX 787,JENNINGS,LA,70546,,,,,,BANK,JENNINGS,LA,198229,0,13,248,N
2015,0000034427,3,59-3404322,CNL BANK,450 S. ORANGE AVENUE,ORLANDO,FL,32801-4968,,,,,,CNLBANK,ORLANDO,FL,1308585,0,5,37,N
2015,0000034440,3,23-1428563,BALLY SAVINGS BANK,323 MAIN STREET  PO BOX 130,BALLY,PA,19503-0130,,,,,,BALLY SVG BK,BALLY,PA,52754,0,2,45,N
2015,0000034443,3,41-1870699,PROVINCIAL BANK,PO BOX 459  20280 IBERIA AV,LAKEVILLE,MN,55044,PROVINCIAL CORP,PO BOX 459  20280 IBERIA AV,LAKEVILLE,MN,55044,PROVINCIAL BK,LAKEVILLE,MN,81895,0,11,409,N
2015,0000034445,3,43-1796442,SOUTHERN MISSOURI BANK OF MARS,1292 BANNING ST,MARSHFIELD,MO,65706,SOUTHERN MISSOURI BANCHSHARES,1292 BANNING STREET,MARSHFIELD,MO,65706,SOUTHERN MO BK OF MARSHFIELD,MARSHFIELD,MO,93344,0,11,47,N
2015,0000034460,3,72-1381876,COVENANT BANK,7924 PARKWAY DRIVE,LEEDS,AL,35094,,,,,,COVENANT BK,LEEDS,AL,75908,0,5,20,N
2015,0000034468,3,47-0805019,TWO RIVERS BANK,555 SOUTH 19TH,BLAIR,NE,68008,ARLINGTON STATE BANC HOLDING,555 SOUTH 19TH,BLAIR,NE,68008,TWO RIVERS ST BK,BLAIR,NE,141503,0,11,75,N
2015,0000034517,3,62-1663360,PEOPLES BANK OF EAST TENNESSEE,P.O. BOX 128,MADISONVILLE,TN,37354-1573,,,,,,PEOPLES BK OF E TN,MADISONVILLE,TN,216873,0,13,137,N
2015,0000034524,3,31-1550081,FIRST SECURITY BANK INC.,PO BOX 788,OWENSBORO,KY,42302-9968,FIRST SECURITY INC.,313 FREDERICA ST.,OWENSBORO,KY,42301,FIRST SCTY BK,OWENSBORO,KY,546102,0,9,979,N
2015,0000034526,3,36-4214665,PRAIRIE COMMUNITY BANK,800 WEST GRANT HIGHWAY  PO BOX 255,MARENGO,IL,60152,,,,,,PRAIRIE CMNTY BK,MARENGO,IL,101688,0,9,29,N
2015,0000034533,3,71-0799734,FIRST COMMUNITY BANK,1325 HARRISON STREET,BATESVILLE,AR,72501,,,,,,FIRST CMNTY BK,BATESVILLE,AR,939126,0,13,786,N
2015,0000034566,3,43-1785814,ALLIANCE BANK,217 N. KINGSHIGHWAY; PO BOX 1458,CAPE GIRARDEAU,MO,63702,,,,,,ALLIANCE BK,CAPE GIRARDEAU,MO,166944,0,11,197,N
2015,0000034572,3,31-1560097,KENTUCKY NEIGHBORHOOD BANK  IN,1000 N. DIXIE AVE.,ELIZABETHTOWN,KY,42701,,,,,,KENTUCKY NEIGHBORHOOD BK,ELIZABETHTOWN,KY,131953,0,9,346,N
2015,0000034573,3,86-0884979,THE FOOTHILLS BANK,11689 S FOOTHILLS BLVD,YUMA,AZ,85367,,,,,,FOOTHILLS BK,YUMA,AZ,298455,0,14,17,N
2015,0000034585,3,91-1859716,PACIFIC CREST SAVINGS BANK,3500 188TH ST SW SUITE 575,LYNNWOOD,WA,98037,PACIFIC CREST BANCORP  INC.,3500 188TH ST SW SUITE 575,LYNNWOOD,WA,98037,PACIFIC CREST SVG BK,LYNNWOOD,WA,187570,0,14,102,N
2015,0000034591,3,75-2713301,STAR BANK OF TEXAS,3930 BOAT CLUB RD,FORT WORTH,TX,76135,STAR BANK HOLDING COMPANY,PO BOX 150370,FORT WORTH,TX,76108,STAR BK OF TX,FORT WORTH,TX,145890,0,13,133,N
2015,0000034598,3,38-3360868,MERCANTILE BANK OF MICHIGAN,310 LEONARD ST NW,GRAND RAPIDS,MI,49504,,,,,,MERCANTILE BK MI,GRAND RAPIDS,MI,2873028,0,9,1726,N
2015,0000034603,3,55-0755205,MVB BANK  INC.,113 PLATINUM DRIVE  SUITE H,BRIDGEPORT,WV,26330,MVB FINANCIAL CORP,301 VIRGINIA AVENUE,FAIRMONT,WV,26554,MVB BK INC,FAIRMONT,WV,1106316,0,5,289,N
2015,0000034606,3,73-1517395,AMERICAN BANK OF OKLAHOMA,PO BOX 66,COLLINSVILLE,OK,74021,,,,,,AMERICAN BK OF OK,COLLINSVILLE,OK,216307,0,13,180,N
2015,0000034607,3,35-2029944,FIRST INTERNET BANK OF INDIANA,11201 USA PARKWAY,FISHERS,IN,46037,FIRST INTERNET BANCORP,11201 USA PARKWAY,FISHERS,IN,46037,FIRST INTERNET BK IN,INDIANAPOLIS,IN,968312,0,9,3954,N
2015,0000034611,3,62-1711471,COMMUNITY FIRST BANK,P.O. BOX 1700,HARRISON,AR,72602,COMMUNITY FIRST BANCSHARES INC,P.O. BOX 913,HARRISON,AR,72602,COMMUNITY FIRST BK,HARRISON,AR,486387,0,13,557,N
2015,0000034613,3,36-4167056,BUILDERS BANK,203 N. LASALLE ST.  SUITE M-5,CHICAGO,IL,60601-1256,,,,,,BUILDERS BK,CHICAGO,IL,204282,0,9,6,N
2015,0000034618,3,38-3378283,MACATAWA BANK,PO BOX 3119,HOLLAND,MI,49422-3119,,,,,,MACATAWA BK,HOLLAND,MI,1583735,0,9,1519,N
2015,0000034620,3,59-3460497,PLATINUM BANK,802 W LUMSDEN RD,BRANDON,FL,33511,PLATINUM BANK HOLDING COMPANY,802 W LUMSDEN RD,BRANDON,FL,33511,PLATINUM BK,BRANDON,FL,496356,0,5,36,N
2015,0000034627,3,91-1873460,COMMUNITY FIRST BANK,6401 W CLEARWATER AVE,KENNEWICK,WA,99336,,,,,,COMMUNITY FIRST BK,KENNEWICK,WA,273823,0,14,56,N
2015,0000034643,3,65-0878433,SUNSTATE BANK,14095 SOUTH DIXIE HIGWAY,MIAMI,FL,33176-7222,,,,,,SUNSTATE BK,MIAMI,FL,189647,0,5,58,N
2015,0000034669,3,74-2870640,SYNERGY BANK  S.S.B.,8951 SYNERGY DRIVE  SUITE 100,MC KINNEY,TX,75070,PREMIER BANC SHARES  INC.,8951 SYNERGY DRIVE  SUITE 100,MC KINNEY,TX,75070,SYNERGY BK SSB,MCKINNEY,TX,116532,0,13,25,N
2015,0000034683,3,59-3472696,COMMUNITY BANK & TRUST OF FLOR,P.O. BOX 1570,OCALA,FL,34478,FLORIDA COMMUNITY BANKSHARES I,P.O. BOX 1570,OCALA,FL,34478,COMMUNITY B&TC OF FL,OCALA,FL,607827,0,5,138,N
2015,0000034685,3,91-1840442,PEOPLE'S BANK OF COMMERCE,1311 E. BARNETT ROAD,MEDFORD,OR,97504,,,,,,PEOPLES BK OF CMRC,MEDFORD,OR,214679,0,14,309,N
2015,0000034686,3,42-1470586,CHARTER BANK,5526 NW 86TH STREET,JOHNSTON,IA,50131,,,,,,CHARTER BK,JOHNSTON,IA,135158,0,11,79,N
2015,0000034711,3,25-0471835,FARMERS BUILDING & SAVINGS BAN,290 WEST PARK,ROCHESTER,PA,15074,,,,,,FARMERS BLDG & SVG BK,ROCHESTER,PA,95269,0,2,70,N
2015,0000034726,3,85-0451580,NEW MEXICO BANK & TRUST,320 GOLD SW STE 100,ALBUQUERQUE,NM,87102,HEARTLAND FINANCIAL USA  INC,1398 CENTRAL AVENUE,DUBUQUE,IA,52001,NEW MEXICO B&TC,ALBUQUERQUE,NM,1142580,0,13,301,N
2015,0000034728,3,62-1730983,INDEPENDENT BANK,5050 POPLAR AVE STE 110,MEMPHIS,TN,38157,,,,,,INDEPENDENT BK,MEMPHIS,TN,905965,0,13,363,N
2015,0000034733,3,54-1896003,CARDINAL BANK,8270 GREENSBORO DRIVE SUITE 500,MCLEAN,VA,22102,CARDINAL FINANCIAL CORP,8270 GREENSBORO DRIVE SUITE 500,MCLEAN,VA,22102,CARDINAL BK,MC LEAN,VA,3362800,0,5,314,N
2015,0000034747,3,59-3491132,HILLSBORO BANK,509 W ALEXANDER ST,PLANT CITY,FL,33563,,,,,,HILLSBORO BK,PLANT CITY,FL,114576,0,5,52,N
2015,0000034774,3,58-2384011,SOUTHCOAST COMMUNITY BANK,530 JOHNNIE DODDS BLVD.,MT PLEASANT,SC,29464,,,,,,SOUTHCOAST CMNTY BK,MOUNT PLEASANT,SC,470814,0,5,258,N
2015,0000034778,3,36-4203015,FIRST TRUST BANK OF ILLINOIS,275 E COURT ST,KANKAKEE,IL,60901,FIRST TRUST FINANCIAL CORP,275 E COURT ST,KANKAKEE,IL,60901,FIRST TR BK IL,KANKAKEE,IL,227934,0,9,95,N
2015,0000034786,3,23-2949580,ENTERPRISE BANK,4091 MT ROYAL BLVD,ALLISON PARK,PA,15101,,,,,,ENTERPRISE BK,ALLISON PARK,PA,257307,0,2,12,N
2015,0000034788,3,91-1907220,AMERICAN BUSINESS BANK,523 W. 6TH ST.  SUITE 900,LOS ANGELES,CA,90014,,,,,,AMERICAN BUS BK,LOS ANGELES,CA,1535724,0,14,12,N
2015,0000034803,3,72-1410047,RESOURCE BANKSHARES,70533 HWY 21,COVINGTON,LA,70433,,,,,,RESOURCE BK,COVINGTON,LA,557220,0,13,238,N
2015,0000034812,3,57-1064274,GRANDSOUTH BANK,381 HALTON ROAD,GREENVILLE,SC,29607,,,,,,GRANDSOUTH BK,GREENVILLE,SC,379044,0,5,65,N
2015,0000034837,3,55-0758723,PREMIER BANK INC.,601 WASHINGTON STREET,RAVENSWOOD,WV,26164,,,,,,PREMIER BK,HUNTINGTON,WV,873908,0,5,637,N
2015,0000034866,3,63-1203151,RELIANCE BANK,P O BOX 30,ATHENS,AL,35612,,,,,,RELIANCE BK,ATHENS,AL,158451,0,5,15,N
2015,0000034888,3,22-3621091,PARKEBANK,P.O. BOX 40  601 DELSEA DRIVE,SEWELL,NJ,08080,,,,,,PARKE BK,SEWELL,NJ,822040,0,2,463,N
2015,0000034899,3,59-3528089,FIRST CITRUS BANK,10824 N. DALE MABRY HWY.,TAMPA,FL,33618-4142,FIRST CITRUS BANCORPORATION,10824 N. DALE MABRY HWY.,TAMPA,FL,33618-4142,FIRST CITRUS BK,TAMPA,FL,241837,0,5,57,N
2015,0000034930,3,48-1202871,ALLIANCE BANK,3001 SW WANAMAKER ROAD,TOPEKA,KS,66614,,,,,,ALLIANCE BK,TOPEKA,KS,97436,0,11,57,N
2015,0000034934,3,56-2094762,THE LITTLE BANK  INC.,1101 WEST VERNON AVENUE,KINSTON,NC,28501,,,,,,LITTLE BK,KINSTON,NC,339215,0,5,117,N
2015,0000034936,3,62-1734402,LEGENDS BANK,P.O. BOX 1066,CLARKSVILLE,TN,37041-1066,,,,,,LEGENDS BK,CLARKSVILLE,TN,389026,0,13,156,N
2015,0000034941,3,59-3571314,THE JACKSONVILLE BANK,100 N LAURA ST  10TH FLOOR,JACKSONVILLE,FL,32202,JACKSONVILLE BANCORP,100 N LAURA ST  10TH FLOOR,JACKSONVILLE,FL,32202,JACKSONVILLE BK,JACKSONVILLE,FL,487793,0,5,50,N
2015,0000034942,3,22-3627904,HOPEWELL VALLEY COMMUNITY BANK,4 ROUTE 31 SOUTH,PENNINGTON,NJ,08534,,,,,,HOPEWELL VALLEY CMNTY BK,PENNINGTON,NJ,483311,0,2,73,N
2015,0000034944,3,38-3438092,COMMUNITY SHORES BANK,1030 W NORTON AVE,MUSKEGON,MI,49441,,,,,,COMMUNITY SHORES BK,MUSKEGON,MI,184122,0,9,104,N
2015,0000034948,3,59-3531566,CORNERSTONE COMMUNITY BANK,6300 4TH ST N,SAINT PETERSBURG,FL,33702,,,,,,CORNERSTONE CMNTY BK,SAINT PETERSBURG,FL,225283,0,5,43,N
2015,0000034951,3,22-3688758,HARVEST COMMUNITY BANK,285 NORTH BROADWAY,PENNSVILLE,NJ,08070,,,,,,HARVEST CMNTY BK,PENNSVILLE,NJ,179846,0,2,33,N
2015,0000034953,3,38-3448372,NORTHPOINTE BANK,3333 DEPOSIT DRIVE NE,GRAND RAPIDS,MI,49546,,,,,,NORTHPOINTE BK,GRAND RAPIDS,MI,421350,0,9,6806,N
2015,0000034957,3,38-3435616,CLARKSTON STATE BANK,6600 HIGHLAND RD SUITE 24,WATERFORD,MI,48327,CLARKSTON FINANCIAL CORP,6600 HIGHLAND RD SUITE 24,WATERFORD,MI,48327,CLARKSTON ST BK,CLARKSTON,MI,143254,0,9,5,N
2015,0000034969,3,52-2140279,FIRST CENTRAL SAVINGS BANK,70 GLEN STREET,GLEN COVE,NY,11542,,,,,,FIRST CENTRAL SVG BK,GLEN COVE,NY,497212,0,2,7,N
2015,0000034973,3,42-1479004,PEOPLES SAVINGS BANK,400 EAST IOWA AVE,INDIANOLA,IA,50125,,,,,,PEOPLES SVG BK,INDIANOLA,IA,201778,0,11,95,N
2015,0000034977,3,31-1630721,THE ARLINGTON BANK,2130 TREMONT CENTER,UPPER ARLINGTON,OH,43221,,,,,,ARLINGTON BK,UPPER ARLINGTON,OH,279420,0,9,1174,N
2015,0000034978,3,72-1433422,SYNERGY BANK,210 SYNERGY CENTER BLVD,HOUMA,LA,70360,,,,,,SYNERGY BK,HOUMA,LA,465824,0,13,284,N
2015,0000034980,3,72-1426574,RED RIVER BANK,1412 CENTRE COURT,ALEXANDRIA,LA,71301,RED RIVER BANCSHARES INC,PO BOX  12598,ALEXANDRIA,LA,71315-2598,RED RIVER BK,ALEXANDRIA,LA,1397860,0,13,1450,N
2015,0000034982,3,62-1759033,LANDMARK COMMUNITY BANK,1015 W POPLAR,COLLIERVILLE,TN,38017,,,,,,LANDMARK CMNTY BK,COLLIERVILLE,TN,680830,0,13,467,N
2015,0000034986,3,43-1835421,FRONTENAC BANK,3330 RIDER TRAIL SOUTH DRIVE,EARTH CITY,MO,63045,,,,,,FRONTENAC BK,EARTH CITY,MO,271175,0,11,18,N
2015,0000034993,3,39-1952483,THE BUSINESS BANK,5643 WATERFORD LANE,APPLETON,WI,54913,FOX RIVER VALLEY BANCORP  INC.,5643 WATERFORD LANE,APPLETON,WI,54913,BUSINESS BK,APPLETON,WI,256830,0,9,20,N
2015,0000034997,3,59-3526917,FIRST HOME BANK,9190 SEMINOLE BLVD,SEMINOLE,FL,33772,,,,,,FIRST HOME BK,SEMINOLE,FL,82348,0,5,28,N
2015,0000035005,3,72-1420533,COASTAL COMMERCE BANK,1300 W TUNNEL BLVD,HOUMA,LA,70360,,,,,,COASTAL CMRC BK,HOUMA,LA,414528,0,13,167,N
2015,0000035013,3,93-1261076,PREMIER COMMUNITY BANK,314 E MAIN STREET,HILLSBORO,OR,97123,PREMIER COMMERCIAL BANKCORP,314 E MAIN STREET,HILLSBORO,OR,97123,PREMIER CMNTY BK,HILLSBORO,OR,324010,0,14,26,N
2015,0000035014,3,48-1213018,NBKC BANK,10700 NALL AVENUE,OVERLAND PARK,KS,66211,AMERI-NATIONAL CORPORATION,10700 NALL  STE 200,OVERLAND PARK,KS,66211,NATIONAL BK OF KANSAS CITY,OVERLAND PARK,KS,593777,0,11,7829,N
2015,0000035020,3,72-1444588,COMMUNITY FIRST BANK,535 JEFFERSON TERRACE BLVD,NEW IBERIA,LA,70560,,,,,,COMMUNITY FIRST BK,NEW IBERIA,LA,326925,0,13,260,N
2015,0000035022,3,61-1337381,CITIZENS FIRST BANK,1805 CAMPBELL LANE,BOWLING GREEN,KY,42104,CITIZENS FIRST BANK  INC.,1065 ASHLEY ST  SUITE 150,BOWLING GREEN,KY,42103,CITIZENS FIRST BK,BOWLING GREEN,KY,412921,0,9,167,N
2015,0000035033,3,11-3469788,AMERICAN COMMUNITY BANK,300 GLEN STREET,GLEN COVE,NY,11542,,,,,,AMERICAN CMNTY BK,GLEN COVE,NY,153506,0,2,8,N
2015,0000035036,3,58-2453395,COMMUNITY BANK OF THE SOUTH,3016 ATLANTA ROAD,SMYRNA,GA,30080,CBS FINANCIAL CORPORATION,3016 ATLANTA ROAD,SMYRNA,GA,30080,COMMUNITY BK OF THE S,SMYRNA,GA,348216,0,5,92,N
2015,0000035043,3,39-1964828,SUNSET BANK & SAVINGS,521 W SUNSET DRIVE,WAUKESHA,WI,53189,WAUKESHA BANKSHARES INC,521 W SUNSET DRIVE,WAUKESHA,WI,53189,SUNSET BK & SVGS,WAUKESHA,WI,131744,0,9,132,N
2015,0000035050,3,65-0928143,TRANSCAPITAL BANK,8850 W. OAKLAND PARK BLVD,SUNRISE,FL,33351,,,,,,TRANSCAPITAL BK,SUNRISE,FL,166902,0,5,32,N
2015,0000035067,3,36-4311031,FIRST PERSONAL BANK,14701 S. RAVINIA AVE,ORLAND PARK,IL,60462,,,,,,FIRST PERSONAL BK,ORLAND PARK,IL,164406,0,9,143,N
2015,0000035076,3,58-2471826,HERITAGE COMMUNITY BANK,206 S 5TH STREET,HARTSVILLE,SC,29550,REGIONAL BANKSHARES,P O BOX 2255,HARTSVILLE,SC,29551,HERITAGE CMNTY BK,HARTSVILLE,SC,102357,0,5,25,N
2015,0000035077,3,23-2990904,STONEBRIDGE BANK,605 WILLOWBROOK LANE,WEST CHESTER,PA,19382,STONEBRIDGE FINANCIAL CORP,605 WILLOWBROK LANE,WEST CHESTER,PA,19382,STONEBRIDGE BK,WEST CHESTER,PA,144902,0,2,11,N
2015,0000035093,3,62-1749564,SOUTHERN HERITAGE BANK,P.O. BOX 4730,CLEVELAND,TN,37320,FFIRST CITIZENS BANCSHARES,P.O. BOX 370,DYERSBURG,TN,38025-0370,SOUTHERN HERITAGE BK,CLEVELAND,TN,249648,0,13,532,N
2015,0000035095,3,54-1910608,TOWNEBANK,5716 HIGH STREET WEST,PORTSMOUTH,VA,23703,,,,,,TOWNE BANK,PORTSMOUTH,VA,4982485,0,5,4230,N
2015,0000035100,3,62-1748175,PARAGON COMMERCIAL BANK,3535 GLENWOOD AVENUE,RALEIGH,NC,27612,FARMERS NATIONAL BANC CORP,20 S BROAD STREET,CANFIELD,OH,44406,PARAGON CMRL BK,RALEIGH,NC,1165371,0,5,118,N
2015,0000035111,3,54-1896366,VILLAGE BANK,P. O. BOX 330,MIDLOTHIAN,VA,23113,VILLAGE BANK & TRUST,P.O. BOX 330,MIDLOTHIAN,VA,23113,VILLAGE BK,MIDLOTHIAN,VA,429986,0,5,27,N
2015,0000035117,3,31-1657741,CENTERBANK,744 STATE ROUTE 28,MILFORD,OH,45150,,,,,,CENTERBANK,MILFORD,OH,131686,0,9,348,N
2015,0000035118,3,48-1242609,COMMUNITY BANK OF WICHITA  INC,11330 E 21ST,WICHITA,KS,67206,,,,,,COMMUNITY BK,WICHITA,KS,73348,0,11,86,N
2015,0000035123,3,43-1847242,RELIANCE BANK,10401 CLAYTON ROAD,FRONTENAC,MO,63131-2909,RELIANCE BANCSHARES,10401 CLAYTON ROAD,FRONTENAC,MO,63131-2909,RELIANCE BK,SAINT LOUIS,MO,1162924,0,11,121,N
2015,0000035138,3,62-1775888,COMMUNITY TRUST AND BANKING CO,9125 LEE HIGHWAY,OOLTEWAH,TN,37363,,,,,,COMMUNITY TR & BKG CO,OOLTEWAH,TN,128181,0,13,113,N
2015,0000035139,3,91-1984151,SEATTLE BANK,600 UNIVERSITY STREET  SUITE 1850,SEATTLE,WA,98101-1129,,,,,,SEATTLE BK,SEATTLE,WA,188372,0,14,38,N
2015,0000035151,3,22-3671317,NEW MILLENNIUM BANK,57 LIVINGSTON AVENUE,NEW BRUNSWICK,NJ,08901,,,,,,NEW MILLENNIUM BK,NEW BRUNSWICK,NJ,196873,0,2,8,N
2015,0000035165,3,62-1754323,COMMUNITY FIRST BANK AND TRUST,501 S JAMES CAMPBELL BLVD,COLUMBIA,TN,38401,COMMUNITY FIRST INC,501 S JAMES CAMPBELL BLVD,COLUMBIA,TN,38401,COMMUNITY FIRST B&TC,COLUMBIA,TN,441475,0,13,291,N
2015,0000035172,3,41-1933684,BOUNDARY WATERS BANK,11800 ABERDEEN ST NE SUITE 120,BLAINE,MN,55449,,,,,,BOUNDARY WATERS BK,ELY,MN,114502,0,11,39,N
2015,0000035186,3,11-3506287,FIRST AMERICAN INTL BANK,5503 8TH AVENUE,BROOKLYN,NY,11220,,,,,,FIRST AMER INTL BK,BROOKLYN,NY,576064,0,2,578,N
2015,0000035212,3,59-3611444,COMMUNITY BANK OF THE SOUTH,277 N. SYKES PARKWAY,MERRITT ISLAND,FL,32953,CBOS BANK SHARES,277 N SYKES CREEK PKWY,MERRITT ISLAND,FL,32953,COMMUNITY BK OF THE S,MERRITT ISLAND,FL,144260,0,5,9,N
2015,0000035214,3,58-2463842,FIRST RELIANCE BANK,2170 W PALMETTO,FLORENCE,SC,29501,FIRST RELIANCE BANCSHARES INC,2170 W PALMETTO ST,FLORENCE,SC,29501,FIRST RELIANCE BK,FLORENCE,SC,366850,0,5,1023,N
2015,0000035223,3,36-4340534,AMERICAN HEARTLAND BK AND TR,670 N. SUGAR GROVE PARKWAY,SUGAR GROVE,IL,60554,AMERICAN HEARTLAND HOLDINGS  L,670 N. SUGAR GROVE PARKWAY,SUGAR GROVE,IL,60554,AMERICAN HEARTLAND B&TC,SUGAR GROVE,IL,136406,0,9,21,N
